#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
NPSF1 2012 02 24 15 12 170  5.1  8.8    MM    MM    MM  MM 1017.6  23.8  22.6    MM   MM   MM    MM
NPSF1 2012 02 24 15 06 180  4.6  8.8    MM    MM    MM  MM 1017.6  23.8  22.6    MM   MM   MM    MM
NPSF1 2012 02 24 15 00 170  3.1  7.7    MM    MM    MM  MM 1017.6  23.6  22.5    MM   MM +1.6    MM
NSTP6 2012 02 24 15 36 170  0.5  1.5    MM    MM    MM  MM 1008.9  24.1  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 30 350  0.5  2.1    MM    MM    MM  MM 1008.9  24.3  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 24 190  1.5  2.1    MM    MM    MM  MM 1008.9  24.4  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 18 190  1.0  1.0    MM    MM    MM  MM 1008.8  24.1  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 12  MM  0.0  1.0    MM    MM    MM  MM 1008.9  24.1  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 06 150  1.0  1.5    MM    MM    MM  MM 1009.1  24.2  29.5    MM   MM   MM    MM
NSTP6 2012 02 24 15 00  MM  0.0  1.0    MM    MM    MM  MM 1009.1  23.9  29.5    MM   MM -1.4    MM
NTBC1 2012 02 24 15 36 120  1.0  2.6    MM    MM    MM  MM 1017.5  10.7    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 30 130  2.1  3.1    MM    MM    MM  MM 1017.4  10.7    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 24  90  1.5  2.6    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 18  90  1.5  2.6    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 12  80  1.5  2.1    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 06 110  1.0  2.6    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
NTBC1 2012 02 24 15 00  90  1.5  2.6    MM    MM    MM  MM     MM  10.6    MM    MM   MM   MM    MM
NTKM3 2012 02 24 15 36  90  5.1  6.7    MM    MM    MM  MM 1006.1   3.5   5.2    MM   MM   MM    MM
NTKM3 2012 02 24 15 30  90  5.1  6.7    MM    MM    MM  MM 1006.4   3.4   5.2    MM   MM   MM    MM
NTKM3 2012 02 24 15 24  90  5.1  7.2    MM    MM    MM  MM 1006.5   3.4   5.2    MM   MM   MM    MM
NTKM3 2012 02 24 15 18  90  5.7  7.2    MM    MM    MM  MM 1006.7   3.4   5.3    MM   MM   MM    MM
NTKM3 2012 02 24 15 12  90  5.1  6.2    MM    MM    MM  MM 1006.9   3.3   5.3    MM   MM   MM    MM
NTKM3 2012 02 24 15 06  90  5.1  6.2    MM    MM    MM  MM 1007.1   3.2   5.3    MM   MM   MM    MM
NTKM3 2012 02 24 15 00 100  3.6  5.1    MM    MM    MM  MM 1007.3   3.1   5.3    MM   MM -1.0    MM
NWCL1 2012 02 24 15 36 360 14.4 17.0    MM    MM    MM  MM 1012.1  17.7  17.4    MM   MM   MM    MM
NWCL1 2012 02 24 15 30 290  5.1  8.2    MM    MM    MM  MM 1011.8  21.6  17.4    MM   MM   MM    MM
NWCL1 2012 02 24 15 24 240  3.1  4.6    MM    MM    MM  MM 1011.1  22.3  17.4    MM   MM   MM    MM
NWCL1 2012 02 24 15 18 240  3.1  6.2    MM    MM    MM  MM 1010.9  22.2  17.3    MM   MM   MM    MM
NWCL1 2012 02 24 15 12 240  3.6  5.1    MM    MM    MM  MM 1010.8  22.2  17.3    MM   MM   MM    MM
NWCL1 2012 02 24 15 06 240  4.6  6.2    MM    MM    MM  MM 1010.7  22.2  17.3    MM   MM   MM    MM
NWCL1 2012 02 24 15 00 240  3.1  4.6    MM    MM    MM  MM 1010.6  22.1  17.3    MM   MM +2.3    MM
NWHC3 2012 02 24 15 36  70  1.5  4.6    MM    MM    MM  MM 1005.2   2.1   5.2    MM   MM   MM    MM
NWHC3 2012 02 24 15 30  70  2.1  4.1    MM    MM    MM  MM 1005.3   2.1   5.1    MM   MM   MM    MM
NWHC3 2012 02 24 15 24  70  3.6  5.1    MM    MM    MM  MM 1005.1   2.0   5.1    MM   MM   MM    MM
NWHC3 2012 02 24 15 18  60  2.6  4.1    MM    MM    MM  MM 1005.3   2.0   5.1    MM   MM   MM    MM
NWHC3 2012 02 24 15 12 120  1.5  4.6    MM    MM    MM  MM 1005.0   1.9   5.1    MM   MM   MM    MM
NWHC3 2012 02 24 15 06  60  3.1  4.1    MM    MM    MM  MM 1005.2   1.9   5.1    MM   MM   MM    MM
NWHC3 2012 02 24 15 00  80  2.6  4.1    MM    MM    MM  MM 1005.7   1.9   5.1    MM   MM -1.9    MM
NWPO3 2012 02 24 15 00  90  4.1  4.6    MM    MM    MM  MM 1020.9   2.6    MM   0.9   MM -3.1    MM
NWPR1 2012 02 24 15 36  70  3.1  3.6    MM    MM    MM  MM 1006.2   1.5   6.3    MM   MM   MM    MM
NWPR1 2012 02 24 15 30  60  2.6  4.1    MM    MM    MM  MM 1006.3   1.4   6.3    MM   MM   MM    MM
NWPR1 2012 02 24 15 24  80  2.6  4.6    MM    MM    MM  MM 1006.1   1.4   6.4    MM   MM   MM    MM
NWPR1 2012 02 24 15 18  90  3.1  5.1    MM    MM    MM  MM 1006.2   1.3   6.7    MM   MM   MM    MM
NWPR1 2012 02 24 15 12  90  3.1  5.1    MM    MM    MM  MM 1006.2   1.3   6.6    MM   MM   MM    MM
NWPR1 2012 02 24 15 06 100  3.6  4.1    MM    MM    MM  MM 1006.5   1.3   6.7    MM   MM   MM    MM
NWPR1 2012 02 24 15 00  90  3.6  5.1    MM    MM    MM  MM 1006.4   1.3   6.7    MM   MM -1.8    MM
NWWH1 2012 02 24 15 36 260  3.1  4.6    MM    MM    MM  MM 1015.4  19.7  26.5    MM   MM   MM    MM
NWWH1 2012 02 24 15 30 260  4.1  5.7    MM    MM    MM  MM 1015.4  19.6  26.5    MM   MM   MM    MM
NWWH1 2012 02 24 15 24 260  4.6  5.7    MM    MM    MM  MM 1015.4  19.6  26.5    MM   MM   MM    MM
NWWH1 2012 02 24 15 18 270  4.1  5.1    MM    MM    MM  MM 1015.4  19.6  26.5    MM   MM   MM    MM
NWWH1 2012 02 24 15 12 270  4.1  5.1    MM    MM    MM  MM 1015.3  19.7  26.5    MM   MM   MM    MM
NWWH1 2012 02 24 15 06 270  4.1  5.1    MM    MM    MM  MM 1015.3  19.7  26.4    MM   MM   MM    MM
NWWH1 2012 02 24 15 00 270  3.1  4.1    MM    MM    MM  MM 1015.3  19.7  26.3    MM   MM -0.0    MM
OBGN6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1002.8   0.5    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1002.8   0.4    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1003.4   0.3    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1003.6   0.4    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1003.6   0.5    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1003.5   0.7    MM    MM   MM   MM    MM
OBGN6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1003.6   0.6    MM    MM   MM -0.5    MM
OBLA1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1010.9  23.4    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1010.9  23.2    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1010.9  23.1    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1010.6  22.9    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1010.5  22.8    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1010.5  22.6    MM    MM   MM   MM    MM
OBLA1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1010.4  22.5    MM    MM   MM +0.9    MM
OCIM2 2012 02 24 15 36  10  3.6  5.1    MM    MM    MM  MM 1001.2   8.3   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 30  20  3.6  5.1    MM    MM    MM  MM 1001.2   8.4   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 24  20  4.1  5.1    MM    MM    MM  MM 1001.4   8.5   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 18  30  4.1  4.6    MM    MM    MM  MM 1001.2   8.6   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 12  10  2.6  4.1    MM    MM    MM  MM 1001.2   8.7   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 06  30  2.6  3.1    MM    MM    MM  MM 1001.4   8.3   7.4    MM   MM   MM    MM
OCIM2 2012 02 24 15 00  20  2.6  3.6    MM    MM    MM  MM 1001.5   8.3   7.4    MM   MM +1.6    MM
OCPN7 2012 02 24 15 02 220  7.7  9.3    MM    MM    MM  MM 1006.5  15.1  13.2    MM   MM   MM    MM
OHBC1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1017.8    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1017.6    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1017.6    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1017.5    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1017.3    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1017.3    MM  14.9    MM   MM   MM    MM
OHBC1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1017.1    MM  14.9    MM   MM +2.4    MM
OKXC1 2012 02 24 15 36 230  1.5  2.1    MM    MM    MM  MM 1017.8  13.3    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 30 210  1.5  2.1    MM    MM    MM  MM 1017.6  13.3    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 24 200  1.5  2.1    MM    MM    MM  MM 1017.6  13.2    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 18 210  1.5  2.6    MM    MM    MM  MM 1017.6  13.0    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 12 220  1.5  2.6    MM    MM    MM  MM 1017.4  13.0    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 06 210  2.6  3.1    MM    MM    MM  MM 1017.3  12.7    MM    MM   MM   MM    MM
OKXC1 2012 02 24 15 00 200  2.1  2.6    MM    MM    MM  MM 1017.3  12.7    MM    MM   MM +1.0    MM
OLSA2 2012 02 24 15 36 320  8.8  9.8    MM    MM    MM  MM 1012.9   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 30 320  8.2  9.3    MM    MM    MM  MM 1012.9   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 24 320  8.2  9.3    MM    MM    MM  MM 1013.0   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 18 320  8.8  9.8    MM    MM    MM  MM 1013.0   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 12 320  8.2  9.3    MM    MM    MM  MM 1013.0   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 06 320  7.7  8.8    MM    MM    MM  MM 1012.9   2.5    MM    MM   MM   MM    MM
OLSA2 2012 02 24 15 00 320  7.2  7.7    MM    MM    MM  MM 1013.0   2.5    MM    MM   MM -0.9    MM
OMHC1 2012 02 24 15 36  MM  0.0  1.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 30 210  1.5  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 24 200  2.1  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 18 200  2.1  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 12 200  2.6  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 06 190  2.6  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OMHC1 2012 02 24 15 00 190  2.6  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OOUH1 2012 02 24 15 36 350   MM   MM    MM    MM    MM  MM 1014.7  22.0  25.4    MM   MM   MM    MM
OOUH1 2012 02 24 15 30 350  1.0  1.5    MM    MM    MM  MM 1014.6  21.8  25.4    MM   MM   MM    MM
OOUH1 2012 02 24 15 24  MM  0.0  0.5    MM    MM    MM  MM 1014.6  21.8  25.4    MM   MM   MM    MM
OOUH1 2012 02 24 15 18  MM  0.0  0.5    MM    MM    MM  MM 1014.6  21.8  25.4    MM   MM   MM    MM
OOUH1 2012 02 24 15 12  40   MM   MM    MM    MM    MM  MM 1014.7  21.8  25.5    MM   MM   MM    MM
OOUH1 2012 02 24 15 06  MM  0.0  0.5    MM    MM    MM  MM 1014.7  21.7  25.4    MM   MM   MM    MM
OOUH1 2012 02 24 15 00  40  0.5  1.0    MM    MM    MM  MM 1014.7  21.7  25.5    MM   MM -0.4    MM
OPTF1 2012 02 24 15 36 200  9.3  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 30 200  8.8 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 24 200  8.8 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 18 200  8.2  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 12 200  8.8 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 06 200  8.8 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OPTF1 2012 02 24 15 00 210  9.3  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 36 120  4.1  6.2    MM    MM    MM  MM  998.6   0.9    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 30 120  5.1  8.2    MM    MM    MM  MM  998.4   0.8    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 24 120  5.7  8.8    MM    MM    MM  MM  998.6   0.8    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 18 130  4.6  8.2    MM    MM    MM  MM  998.6   0.8    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 12 120  6.7 11.3    MM    MM    MM  MM  998.6   0.7    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 06 120  6.2 11.3    MM    MM    MM  MM  998.9   0.7    MM    MM   MM   MM    MM
OSGN6 2012 02 24 15 00 120  5.7  9.3    MM    MM    MM  MM  999.6   0.8    MM    MM   MM -2.6    MM
PACF1 2012 02 24 15 36 190  6.2  7.7    MM    MM    MM  MM 1012.7    MM  18.3    MM   MM   MM    MM
PACF1 2012 02 24 15 30 190  6.7  8.2    MM    MM    MM  MM 1012.8    MM  18.2    MM   MM   MM    MM
PACF1 2012 02 24 15 24 190  6.7  7.7    MM    MM    MM  MM 1012.7    MM  18.3    MM   MM   MM    MM
PACF1 2012 02 24 15 18 190  6.2  7.7    MM    MM    MM  MM 1012.6    MM  18.3    MM   MM   MM    MM
PACF1 2012 02 24 15 12 200  6.7  8.2    MM    MM    MM  MM 1012.6    MM  18.2    MM   MM   MM    MM
PACF1 2012 02 24 15 06 190  6.2  7.7    MM    MM    MM  MM 1012.7    MM  18.2    MM   MM   MM    MM
PACF1 2012 02 24 15 00 200  6.7  8.2    MM    MM    MM  MM 1012.7    MM  18.2    MM   MM +1.6    MM
PACT2 2012 02 24 15 00  20 13.4 20.1    MM    MM    MM  MM     MM    MM  18.2    MM   MM   MM    MM
PBFW1 2012 02 24 15 30 150  8.8   MM    MM    MM    MM  MM 1017.0   5.5    MM   1.8   MM   MM    MM
PBFW1 2012 02 24 15 15 150  8.8   MM    MM    MM    MM  MM 1018.0   5.5    MM   1.8   MM   MM    MM
PBFW1 2012 02 24 15 00 150  7.7   MM    MM    MM    MM  MM 1018.0   5.3    MM   2.0   MM -4.0    MM
PCLF1 2012 02 24 15 42 210  5.7  6.7    MM    MM    MM  MM 1011.5  19.6  17.0    MM   MM   MM    MM
PCLF1 2012 02 24 15 36 210  5.7  6.7    MM    MM    MM  MM 1011.5  19.6  17.0    MM   MM   MM    MM
PCLF1 2012 02 24 15 30 230  4.6  6.2    MM    MM    MM  MM 1011.5  20.3  17.1    MM   MM   MM    MM
PCLF1 2012 02 24 15 24 230  4.6  6.2    MM    MM    MM  MM 1011.4  20.3  17.1    MM   MM   MM    MM
PCLF1 2012 02 24 15 18 230  4.6  5.7    MM    MM    MM  MM 1011.4  20.4  17.1    MM   MM   MM    MM
PCLF1 2012 02 24 15 12 230  4.6  5.7    MM    MM    MM  MM 1011.5  20.4  17.1    MM   MM   MM    MM
PCLF1 2012 02 24 15 06 240  5.1  7.7    MM    MM    MM  MM 1011.7  20.9  17.1    MM   MM   MM    MM
PCLF1 2012 02 24 15 00 240  5.1  7.7    MM    MM    MM  MM 1011.6  20.9  17.1    MM   MM +1.9    MM
PCNT2 2012 02 24 15 00  20 15.4 19.6    MM    MM    MM  MM     MM  14.6  16.3    MM   MM   MM    MM
PCOC1 2012 02 24 15 36  60  2.1  2.6    MM    MM    MM  MM 1017.9  12.5  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 30  60  2.6  3.6    MM    MM    MM  MM 1017.8  12.4  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 24  60  3.6  4.1    MM    MM    MM  MM 1017.5  12.5  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 18  60  3.6  4.1    MM    MM    MM  MM 1017.5  12.5  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 12  70  3.1  4.1    MM    MM    MM  MM 1017.5  12.5  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 06  80  3.1  5.7    MM    MM    MM  MM 1017.5  12.9  12.0    MM   MM   MM    MM
PCOC1 2012 02 24 15 00  60  5.7  6.2    MM    MM    MM  MM 1017.3  13.4  12.0    MM   MM +1.0    MM
PGBP7 2012 02 24 15 30  70  1.0  2.6    MM    MM    MM  MM 1010.7    MM    MM    MM   MM   MM    MM
PGBP7 2012 02 24 15 24  90  1.0  2.6    MM    MM    MM  MM 1010.7    MM    MM    MM   MM   MM    MM
PGBP7 2012 02 24 15 12 100  1.0  2.6    MM    MM    MM  MM 1010.8    MM    MM    MM   MM   MM    MM
PGBP7 2012 02 24 15 06 120  1.0  3.1    MM    MM    MM  MM 1010.9    MM    MM    MM   MM   MM    MM
PGBP7 2012 02 24 15 00  70  1.5  3.1    MM    MM    MM  MM 1011.0    MM    MM    MM   MM -1.2    MM
PHBP1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.6   6.0   5.1    MM   MM   MM    MM
PHBP1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1001.4   6.0   5.1    MM   MM   MM    MM
PHBP1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1001.6   6.0   5.0    MM   MM   MM    MM
PHBP1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1001.7   5.9   5.0    MM   MM   MM    MM
PHBP1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1001.9   5.9   5.0    MM   MM   MM    MM
PHBP1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1001.5   5.9   5.0    MM   MM   MM    MM
PHBP1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.1   5.8   5.0    MM   MM -0.9    MM
PILL1 2012 02 24 15 36 280  5.1  6.2    MM    MM    MM  MM 1013.0  19.3  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 30 250  4.6  5.1    MM    MM    MM  MM 1012.9  19.4  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 24 290  5.1  5.7    MM    MM    MM  MM 1013.1  18.7  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 18 280  4.6  5.7    MM    MM    MM  MM 1012.8  19.3  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 12 280  4.6  5.1    MM    MM    MM  MM 1012.7  19.6  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 06 270  4.6  5.1    MM    MM    MM  MM 1012.5  19.5  10.5    MM   MM   MM    MM
PILL1 2012 02 24 15 00 280  4.1  5.1    MM    MM    MM  MM 1012.6  19.1  10.5    MM   MM +3.4    MM
PILM4 2012 02 24 15 00  20  5.7  8.2    MM    MM    MM  MM 1007.9  -6.9    MM    MM   MM +0.6    MM
PLSP4 2012 02 24 15 36  MM  7.7  8.8    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 30  MM  8.2  8.8    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 24  MM  7.2  8.8    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 18  MM  7.2  8.2    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 12  MM  6.7  8.2    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 06  MM  6.7  8.8    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLSP4 2012 02 24 15 00  MM  6.2  7.2    MM    MM    MM  MM     MM    MM  28.3    MM   MM   MM    MM
PLXA2 2012 02 24 15 36 350  5.7  8.2    MM    MM    MM  MM 1010.1   1.9   5.3    MM   MM   MM    MM
PLXA2 2012 02 24 15 30 350  6.2 10.3    MM    MM    MM  MM 1010.3   1.9   5.3    MM   MM   MM    MM
PLXA2 2012 02 24 15 24 350  4.6  8.8    MM    MM    MM  MM 1010.3   1.9   5.4    MM   MM   MM    MM
PLXA2 2012 02 24 15 18  10  4.6  8.2    MM    MM    MM  MM 1010.4   1.9   5.4    MM   MM   MM    MM
PLXA2 2012 02 24 15 12 350  6.7  9.8    MM    MM    MM  MM 1010.5   2.0   5.4    MM   MM   MM    MM
PLXA2 2012 02 24 15 06 350  5.1  9.3    MM    MM    MM  MM 1010.5   2.0   5.4    MM   MM   MM    MM
PLXA2 2012 02 24 15 00 350  5.7  7.7    MM    MM    MM  MM 1010.6   2.0   5.4    MM   MM -3.0    MM
PNGW3 2012 02 24 15 40 280  5.7  6.7    MM    MM    MM  MM 1007.5  -3.3    MM    MM   MM   MM    MM
PNGW3 2012 02 24 15 30 270  5.1  6.7    MM    MM    MM  MM 1007.5  -3.4    MM    MM   MM   MM    MM
PNGW3 2012 02 24 15 20 280  5.7  6.2    MM    MM    MM  MM 1007.5  -3.5    MM    MM   MM   MM    MM
PNGW3 2012 02 24 15 10 270  4.6  5.7    MM    MM    MM  MM 1007.5  -3.5    MM    MM   MM   MM    MM
PNGW3 2012 02 24 15 00 280  5.7  7.2    MM    MM    MM  MM 1007.1  -3.5    MM    MM   MM +1.3    MM
PNLM4 2012 02 24 15 36 360  4.1  8.2    MM    MM    MM  MM 1001.9  -1.5    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 30 350  4.6  6.7    MM    MM    MM  MM 1002.0  -1.6    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 24 340  5.7  7.7    MM    MM    MM  MM 1002.0  -1.6    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 18 340  3.6  5.7    MM    MM    MM  MM 1002.1  -1.6    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 12 360  4.6  7.7    MM    MM    MM  MM 1002.1  -1.8    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 06 330  4.1  6.2    MM    MM    MM  MM 1002.2  -1.8    MM    MM   MM   MM    MM
PNLM4 2012 02 24 15 00 340  3.6  6.2    MM    MM    MM  MM 1002.3  -1.8    MM    MM   MM -0.4    MM
PNLM6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.3    MM   MM   MM    MM
PNLM6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.3    MM   MM   MM    MM
PNLM6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
PNLM6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
PNLM6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
PNLM6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
PNLM6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
PORO3 2012 02 24 15 36 360  1.5  1.5    MM    MM    MM  MM 1021.1   5.8    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 30  20  1.0  1.5    MM    MM    MM  MM 1021.1   5.4    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 24  20  1.0  2.6    MM    MM    MM  MM 1021.1   4.9    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 18  10  2.1  2.6    MM    MM    MM  MM 1021.2   4.5    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 12 360  2.1  2.6    MM    MM    MM  MM 1021.3   4.7    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 06  30  2.1  2.6    MM    MM    MM  MM 1021.2   4.8    MM    MM   MM   MM    MM
PORO3 2012 02 24 15 00  10  2.1  2.6    MM    MM    MM  MM 1021.3   4.5    MM    MM   MM -1.3    MM
PORT2 2012 02 24 15 00  10  9.3 14.4    MM    MM    MM  MM     MM    MM  16.9    MM   MM   MM    MM
POTA2 2012 02 24 15 30  20  8.2  9.3    MM    MM    MM  MM 1019.4  -3.1    MM    MM   MM   MM    MM
POTA2 2012 02 24 15 00  20  9.3  9.8    MM    MM    MM  MM 1019.4  -2.9    MM    MM   MM +0.0    MM
PPTA1 2012 02 24 15 30 230  4.1   MM    MM    MM    MM  MM 1011.9  20.9    MM    MM   MM   MM    MM
PPTA1 2012 02 24 15 00 230  4.1   MM    MM    MM    MM  MM 1012.2  20.6    MM    MM   MM +2.7    MM
PPTM2 2012 02 24 15 24 180  5.1  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PPTM2 2012 02 24 15 18 180  3.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PPTM2 2012 02 24 15 12 190  3.1  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PPTM2 2012 02 24 15 06 220  1.5  2.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
