#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
PRYC1 2012 02 23 18 36 300  9.3 11.3    MM    MM    MM  MM 1020.1  11.0  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 30 300  8.8 10.3    MM    MM    MM  MM 1020.0  11.1  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 24 300  6.2  8.8    MM    MM    MM  MM 1020.0  11.1  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 18 300  6.7  9.3    MM    MM    MM  MM 1019.9  11.1  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 12 300  7.7  9.8    MM    MM    MM  MM 1020.0  11.1  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 06 300  8.2  9.8    MM    MM    MM  MM 1019.9  11.1  10.0    MM   MM   MM    MM
PRYC1 2012 02 23 18 00 300  7.7  9.8    MM    MM    MM  MM 1020.0  11.0   9.9    MM   MM +0.8    MM
PSBC1 2012 02 23 18 48  10 12.4 16.0    MM    MM    MM  MM 1018.0  18.7    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 42  20 12.9 15.4    MM    MM    MM  MM 1017.8  18.6    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 36  10 12.4 16.5    MM    MM    MM  MM 1017.8  18.7    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 30  20 13.4 15.4    MM    MM    MM  MM 1017.9  18.6    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 24  20 10.3 12.9    MM    MM    MM  MM 1018.1  18.8    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 18  10  9.3 11.8    MM    MM    MM  MM 1018.2  18.5    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 12  20  9.3 11.3    MM    MM    MM  MM 1018.2  18.9    MM    MM   MM   MM    MM
PSBC1 2012 02 23 18 00 340  5.1  7.7    MM    MM    MM  MM 1018.4  18.2    MM    MM   MM +0.7    MM
PSBM1 2012 02 23 18 42 130  4.6  5.7    MM    MM    MM  MM  990.8   5.0   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 36 130  5.1  5.1    MM    MM    MM  MM  990.9   5.0   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 30 130  4.1  6.2    MM    MM    MM  MM  991.0   5.0   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 24 130  5.1  7.2    MM    MM    MM  MM  991.1   5.1   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 18 130  6.2  7.2    MM    MM    MM  MM  991.1   5.1   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 12 120  6.2  6.7    MM    MM    MM  MM  991.2   5.0   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 06 120  5.1  5.7    MM    MM    MM  MM  991.3   4.9   4.4    MM   MM   MM    MM
PSBM1 2012 02 23 18 00 120  5.1  6.2    MM    MM    MM  MM  991.5   4.9   4.4    MM   MM -4.8    MM
PSLC1 2012 02 23 18 48 360  4.6  8.8    MM    MM    MM  MM 1014.6  20.3  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 42  10  7.2  9.3    MM    MM    MM  MM 1014.6  20.3  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 36 360  3.1  5.7    MM    MM    MM  MM 1014.6  20.1  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 30  70  2.6  4.1    MM    MM    MM  MM 1014.6  19.0  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 24 120  2.1  2.6    MM    MM    MM  MM 1014.5  19.1  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 18 110  1.5  3.6    MM    MM    MM  MM 1014.5  19.2  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 12 310  1.0  2.1    MM    MM    MM  MM 1014.5  18.6  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 06 140  2.1  3.1    MM    MM    MM  MM 1014.6  18.4  11.0    MM   MM   MM    MM
PSLC1 2012 02 23 18 00  10  3.1  3.6    MM    MM    MM  MM 1014.6  16.0  11.0    MM   MM -0.3    MM
PSTL1 2012 02 23 18 48 200  6.2  7.2    MM    MM    MM  MM 1008.8  18.7  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 42 200  5.7  6.7    MM    MM    MM  MM 1008.9  18.7  11.1    MM   MM   MM    MM
PSTL1 2012 02 23 18 36 200  5.7  6.2    MM    MM    MM  MM 1009.0  18.6  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 30 200  5.1  6.2    MM    MM    MM  MM 1009.1  18.7  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 24 200  5.1  6.2    MM    MM    MM  MM 1009.2  18.7  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 18 200  5.1  6.7    MM    MM    MM  MM 1009.3  18.7  10.9    MM   MM   MM    MM
PSTL1 2012 02 23 18 12 200  5.1  6.2    MM    MM    MM  MM 1009.4  18.5  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 06 200  5.1  6.2    MM    MM    MM  MM 1009.4  18.7  11.0    MM   MM   MM    MM
PSTL1 2012 02 23 18 00 200  5.1  6.2    MM    MM    MM  MM 1009.5  18.7  11.0    MM   MM -0.6    MM
PSTN6 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1003.7   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1003.6   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1003.5   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1003.4   2.2    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1003.4   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1003.4   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1003.6   2.1    MM    MM   MM   MM    MM
PSTN6 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1003.6   2.1    MM    MM   MM +0.8    MM
PTAC1 2012 02 23 18 00 340 10.3 13.9    MM    MM    MM  MM 1021.0   9.3    MM    MM   MM +0.0    MM
PTAT2 2012 02 23 18 00 190  4.1  4.6    MM    MM    MM  MM 1006.0  18.8  18.4    MM   MM -0.7  0.31
PTAW1 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM 1028.7   7.6   7.2    MM   MM   MM    MM
PTAW1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1028.6   7.6   7.2    MM   MM   MM    MM
PTAW1 2012 02 23 18 36 310  2.1  4.1    MM    MM    MM  MM 1028.6   7.6   7.2    MM   MM   MM    MM
PTAW1 2012 02 23 18 30 310  3.6  4.1    MM    MM    MM  MM 1028.7   7.4   7.2    MM   MM   MM    MM
PTAW1 2012 02 23 18 24 320  4.1  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PTAW1 2012 02 23 18 18 300  2.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PTAW1 2012 02 23 18 12 310  1.5  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PTAW1 2012 02 23 18 06 220  2.1  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PTAW1 2012 02 23 18 00 240  1.5  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 54 210  6.7  8.2    MM    MM    MM  MM 1007.6  18.8    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 48 210  6.7  7.7    MM    MM    MM  MM 1007.7  18.7    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 42 210  6.2  7.2    MM    MM    MM  MM 1007.7  18.5    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 36 200  6.2  6.7    MM    MM    MM  MM 1007.8  18.4    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 30 210  6.2  7.2    MM    MM    MM  MM 1007.8  18.4    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 24 210  6.2  7.2    MM    MM    MM  MM 1007.9  18.4    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 18 210  7.2  8.2    MM    MM    MM  MM 1007.9  18.5    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 12 200  6.2  7.2    MM    MM    MM  MM 1008.0  18.4    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 06 210  6.2  7.2    MM    MM    MM  MM 1008.2  18.4    MM    MM   MM   MM    MM
PTBM6 2012 02 23 18 00 210  6.7  8.2    MM    MM    MM  MM 1008.2  18.5    MM    MM   MM -1.1    MM
PTCR1 2012 02 23 18 48 290  7.7 14.9    MM    MM    MM  MM  995.7  11.9    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 42 280  7.7 12.9    MM    MM    MM  MM  995.4  13.0    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 36 290  5.7  9.8    MM    MM    MM  MM  995.4  13.0    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 30 300  5.7 10.8    MM    MM    MM  MM  995.0  12.0    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 24 310  4.1  8.8    MM    MM    MM  MM  995.0  12.1    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 18 300  3.6  7.2    MM    MM    MM  MM  995.0  12.5    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 12 300  4.1  7.2    MM    MM    MM  MM  995.0  14.0    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 06 290  5.7 10.3    MM    MM    MM  MM  994.8  14.0    MM    MM   MM   MM    MM
PTCR1 2012 02 23 18 00 290  5.7  9.8    MM    MM    MM  MM  994.7  13.2    MM    MM   MM -0.4    MM
PTGC1 2012 02 23 18 00 330 14.4 14.9    MM    MM    MM  MM 1013.0  12.2    MM    MM   MM -0.9    MM
PTIM4 2012 02 23 18 42 320  4.1  4.6    MM    MM    MM  MM 1002.1  -1.1    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 36 310  4.1  5.1    MM    MM    MM  MM 1002.0  -1.0    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 30 310  4.1  4.6    MM    MM    MM  MM 1001.9  -0.9    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 24 320  3.6  4.6    MM    MM    MM  MM 1001.9  -0.8    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 18 310  3.6  4.6    MM    MM    MM  MM 1001.9  -0.8    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 12 320  4.1  5.1    MM    MM    MM  MM 1001.7  -0.7    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 06 320  4.1  4.6    MM    MM    MM  MM 1001.7  -0.8    MM    MM   MM   MM    MM
PTIM4 2012 02 23 18 00 310  4.1  4.6    MM    MM    MM  MM 1001.8  -0.7    MM    MM   MM +1.4    MM
PTIT2 2012 02 23 18 42 180  9.8 12.9    MM    MM    MM  MM     MM  24.0  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 36 180  9.8 12.4    MM    MM    MM  MM     MM  24.0  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 30 170  9.8 12.9    MM    MM    MM  MM     MM  24.0  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 24 170  9.8 11.8    MM    MM    MM  MM     MM  24.0  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 18 170  8.2 11.8    MM    MM    MM  MM     MM  24.0  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 12 180  8.8 11.8    MM    MM    MM  MM     MM  24.1  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 06 170  9.3 12.9    MM    MM    MM  MM     MM  24.3  19.8    MM   MM   MM    MM
PTIT2 2012 02 23 18 00 170  8.2 11.8    MM    MM    MM  MM     MM  24.4  19.8    MM   MM   MM    MM
PTWW1 2012 02 23 18 48 170  3.6  5.1    MM    MM    MM  MM 1029.4   5.7   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 42 170  4.1  5.1    MM    MM    MM  MM 1029.4   5.7   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 36 180  4.1  5.1    MM    MM    MM  MM 1029.4   5.6   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 30 170  4.1  4.6    MM    MM    MM  MM 1029.5   5.5   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 24 170  3.6  4.1    MM    MM    MM  MM 1029.5   5.5   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 18 170  3.6  4.1    MM    MM    MM  MM 1029.4   5.3   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 12 170  4.1  5.1    MM    MM    MM  MM 1029.4   5.2   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 06 170  4.1  4.6    MM    MM    MM  MM 1029.4   5.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 23 18 00 170  4.1  4.6    MM    MM    MM  MM 1029.3   4.9   7.3    MM   MM +0.5    MM
PVGF1 2012 02 23 18 30 160  6.7  9.3    MM    MM    MM  MM 1014.6  25.4    MM  20.5   MM   MM    MM
PVGF1 2012 02 23 18 24 160  6.7  9.3    MM    MM    MM  MM 1014.7  25.4    MM  20.6   MM   MM    MM
PVGF1 2012 02 23 18 18 160  6.7  8.8    MM    MM    MM  MM 1014.8  25.3    MM  20.5   MM   MM    MM
PVGF1 2012 02 23 18 12 160  6.7  8.8    MM    MM    MM  MM 1014.9  25.4    MM  20.4   MM   MM    MM
PVGF1 2012 02 23 18 06 160  6.7  8.2    MM    MM    MM  MM 1015.0  25.4    MM  20.4   MM   MM    MM
PVGF1 2012 02 23 18 00 160  6.2  8.8    MM    MM    MM  MM 1015.1  25.4    MM  20.5   MM -1.2    MM
PWAW3 2012 02 23 18 40 120  3.6  4.6    MM    MM    MM  MM 1002.0   3.4    MM    MM   MM   MM    MM
PWAW3 2012 02 23 18 30 120  4.1  5.1    MM    MM    MM  MM 1002.0   3.3    MM    MM   MM   MM    MM
PWAW3 2012 02 23 18 20 130  4.6  5.7    MM    MM    MM  MM 1002.0   3.3    MM    MM   MM   MM    MM
PWAW3 2012 02 23 18 10 120  4.6  5.7    MM    MM    MM  MM 1002.0   3.2    MM    MM   MM   MM    MM
PWAW3 2012 02 23 18 00 130  4.6  5.7    MM    MM    MM  MM 1002.0   3.2    MM    MM   MM +0.3    MM
PXOC1 2012 02 23 18 48 280  2.6  4.6    MM    MM    MM  MM 1017.5  15.0    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 42 280  3.1  5.1    MM    MM    MM  MM 1017.5  14.7    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 36 270  3.1  4.1    MM    MM    MM  MM 1017.6  14.5    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 30 300  3.1  4.1    MM    MM    MM  MM 1017.6  14.2    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 24 280  2.1  3.6    MM    MM    MM  MM 1017.6  14.6    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 18 270  2.1  4.1    MM    MM    MM  MM 1017.6  14.4    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 12 290  2.6  4.6    MM    MM    MM  MM 1017.8  14.0    MM    MM   MM   MM    MM
PXOC1 2012 02 23 18 00 310  3.6  4.6    MM    MM    MM  MM 1017.9  13.4    MM    MM   MM +0.5    MM
QPTR1 2012 02 23 18 48 270  9.8 13.9    MM    MM    MM  MM  995.8  12.7   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 42 270  9.8 13.9    MM    MM    MM  MM  995.7  13.2   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 36 270  9.8 11.8    MM    MM    MM  MM  995.5  12.8   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 30 270  7.2 10.3    MM    MM    MM  MM  995.2  13.9   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 24 280  7.2 12.4    MM    MM    MM  MM  995.0  13.5   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 18 280  7.2 12.4    MM    MM    MM  MM  995.0  13.3   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 12 290  7.7 12.4    MM    MM    MM  MM  995.1  13.5   5.8    MM   MM   MM    MM
QPTR1 2012 02 23 18 06 280  7.2  9.3    MM    MM    MM  MM  995.2  13.3   5.7    MM   MM   MM    MM
QPTR1 2012 02 23 18 00 270  7.2 10.3    MM    MM    MM  MM  995.0  13.2   5.8    MM   MM -0.5    MM
RARM6 2012 02 23 18 54 210  6.2  7.7    MM    MM    MM  MM 1007.6  19.4    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 48 210  6.2  8.2    MM    MM    MM  MM 1007.6  19.4    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 42 210  6.2  8.2    MM    MM    MM  MM 1007.6  19.6    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 36 210  6.2  8.2    MM    MM    MM  MM 1007.8  19.6    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 30 210  6.2  7.7    MM    MM    MM  MM 1007.8  19.3    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 24 210  6.7  8.8    MM    MM    MM  MM 1007.9  19.3    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 18 210  7.2  8.8    MM    MM    MM  MM 1007.9  19.4    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 12 210  6.7  8.2    MM    MM    MM  MM 1008.1  19.3    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 06 210  6.7  8.2    MM    MM    MM  MM 1008.1  19.3    MM    MM   MM   MM    MM
RARM6 2012 02 23 18 00 210  6.7  8.2    MM    MM    MM  MM 1008.2  19.2    MM    MM   MM -1.0    MM
RCKM4 2012 02 23 18 42 330  3.6  5.1    MM    MM    MM  MM 1002.1    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 36 320  3.1  4.6    MM    MM    MM  MM 1002.0    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 24 330  4.6  5.7    MM    MM    MM  MM 1001.9    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 18 320  4.6  5.7    MM    MM    MM  MM 1001.8    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 12 320  4.6  6.2    MM    MM    MM  MM 1001.8    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 06 330  5.1  5.7    MM    MM    MM  MM 1001.8    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 23 18 00 330  4.6  6.2    MM    MM    MM  MM 1001.9    MM    MM    MM   MM +1.1    MM
RCMC1 2012 02 23 18 42 340  2.6  4.1    MM    MM    MM  MM 1018.4  15.6  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 36 340  2.6  3.1    MM    MM    MM  MM 1018.3  15.6  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 30 340  2.6  4.1    MM    MM    MM  MM 1018.4  15.6  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 24 350  3.1  4.6    MM    MM    MM  MM 1018.4  15.5  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 18 350  3.1  4.6    MM    MM    MM  MM 1018.4  15.5  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 12 350  4.1  5.1    MM    MM    MM  MM 1018.3  15.2  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 06 350  4.6  5.7    MM    MM    MM  MM 1018.4  15.2  11.8    MM   MM   MM    MM
RCMC1 2012 02 23 18 00 350  6.2  6.7    MM    MM    MM  MM 1018.5  14.7  11.8    MM   MM +0.4    MM
RCPT2 2012 02 23 18 42 190  4.6  5.7    MM    MM    MM  MM 1004.8  21.6  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 36 200  4.1  5.1    MM    MM    MM  MM 1004.9  21.6  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 30 200  4.6  6.7    MM    MM    MM  MM 1005.1  21.5  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 24 210  5.7  7.2    MM    MM    MM  MM 1005.1  21.6  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 18 200  5.7  7.2    MM    MM    MM  MM 1005.2  21.7  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 12 220  4.1  7.2    MM    MM    MM  MM 1005.4  21.9  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 06 220  5.1  7.7    MM    MM    MM  MM 1005.5  21.6  20.7    MM   MM   MM    MM
RCPT2 2012 02 23 18 00 220  6.2  8.2    MM    MM    MM  MM 1005.5  21.7  20.7    MM   MM -0.5    MM
RCRN6 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM 1003.5   4.9    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1003.5   4.5    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1003.5   4.4    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1003.7   4.3    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1003.8   4.4    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1003.7   4.4    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1003.6   4.5    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1003.7   4.5    MM    MM   MM   MM    MM
RCRN6 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1003.6   4.5    MM    MM   MM +1.1    MM
RDDA2 2012 02 23 18 42 350  5.7  7.7    MM    MM    MM  MM 1025.3 -21.3    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 36 360  6.2  6.7    MM    MM    MM  MM 1025.1 -21.1    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 30  10  4.1  8.2    MM    MM    MM  MM 1025.1 -20.8    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 24  10  7.7  8.2    MM    MM    MM  MM 1024.9 -20.7    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 18  10  7.7  8.8    MM    MM    MM  MM 1024.8 -20.7    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 12  20  7.2  7.7    MM    MM    MM  MM 1024.9 -20.7    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 06  10  6.2  7.2    MM    MM    MM  MM 1024.8 -20.7    MM    MM   MM   MM    MM
RDDA2 2012 02 23 18 00  10  6.7  7.7    MM    MM    MM  MM 1024.7 -20.6    MM    MM   MM +2.0    MM
RDYD1 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM 1000.7  15.0   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1000.7  15.1   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1000.6  15.3   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1000.7  14.8   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1000.7  14.7   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1000.7  14.9   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1000.8  14.8   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1000.9  14.5   5.7    MM   MM   MM    MM
RDYD1 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1000.9  14.3   5.6    MM   MM +0.4    MM
RLOT2 2012 02 23 18 00 230  7.7 11.3    MM    MM    MM  MM     MM    MM  18.7    MM   MM   MM    MM
ROAM4 2012 02 23 18 00  40  5.1  5.7    MM    MM    MM  MM 1002.2    MM    MM    MM   MM +1.8    MM
ROBN4 2012 02 23 18 48 320 10.8 13.9    MM    MM    MM  MM  998.4  12.9    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 42 310 10.8 12.9    MM    MM    MM  MM  998.4  12.6    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 36 310 13.9 16.0    MM    MM    MM  MM  998.1  12.8    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 30 310 11.8 14.9    MM    MM    MM  MM  998.2  12.9    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 24 320 12.4 14.9    MM    MM    MM  MM  998.0  12.9    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 18 300 13.9 16.0    MM    MM    MM  MM  997.9  12.9    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 12 300 14.4 17.0    MM    MM    MM  MM  997.8  12.9    MM    MM   MM   MM    MM
ROBN4 2012 02 23 18 06 300 12.9 15.4    MM    MM    MM  MM  997.6  12.9    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 48 170  7.7  7.7    MM    MM    MM  MM 1001.0    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 42 170  7.7  8.2    MM    MM    MM  MM 1000.9    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 36 170  7.2  7.7    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 30 170  7.2  7.7    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 24 170  7.2  7.2    MM    MM    MM  MM 1001.3    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 18 170  7.7  7.7    MM    MM    MM  MM 1001.5    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 12 180  7.2  7.7    MM    MM    MM  MM 1001.6    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 06 170  6.7  6.7    MM    MM    MM  MM 1001.7    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 23 18 00 170  6.7  7.2    MM    MM    MM  MM 1001.8    MM    MM    MM   MM -1.2    MM
RPRN6 2012 02 23 18 50 310  5.7  6.7    MM    MM    MM  MM 1003.7   4.3    MM    MM   MM   MM    MM
RPRN6 2012 02 23 18 40 300  5.1  6.7    MM    MM    MM  MM 1003.7   4.3    MM    MM   MM   MM    MM
RPRN6 2012 02 23 18 30 310  4.6  6.2    MM    MM    MM  MM 1003.7   4.2    MM    MM   MM   MM    MM
RPRN6 2012 02 23 18 20 290  4.6  6.7    MM    MM    MM  MM 1004.1   4.2    MM    MM   MM   MM    MM
RPRN6 2012 02 23 18 10 290  5.1  7.7    MM    MM    MM  MM 1003.7   4.2    MM    MM   MM   MM    MM
RPRN6 2012 02 23 18 00 290  4.6  6.7    MM    MM    MM  MM 1003.7   4.3    MM    MM   MM +1.0    MM
RTAT2 2012 02 23 18 00 190  4.6  7.2    MM    MM    MM  MM     MM  21.0  17.6    MM   MM   MM    MM
RTYC1 2012 02 23 18 48 310  5.7  6.7    MM    MM    MM  MM 1018.1  15.8  12.8    MM   MM   MM    MM
